"Ensembl_gene_id","Gnomad_oe_lof_score","Gnomad_oe_mis_score","Exac_pli_score","Exac_prec_score","Exac_pnull_score"
"ENSG00000133302",0.51595,0.93946,3.3756e-10,0.99915,0.00084815
"ENSG00000138778",0.23144,0.88559,0.16628,0.83372,1.0254e-22
"ENSG00000138792",0.91541,1.0126,1.9884e-28,0.0006053,0.99939
"ENSG00000138794",0.61865,0.83772,0.00011311,0.8358,0.16409
"ENSG00000138795",0.043279,0.71008,0.99841,0.0015922,6.0422e-09
"ENSG00000138798",0.55925,0.88179,1.0171e-16,0.99962,0.00037783
"ENSG00000138801",0.49444,0.73794,3.6007e-07,0.99727,0.0027295
"ENSG00000138802",0.098965,0.85797,1,4.8879e-06,1.548e-18
"ENSG00000112981",0.64164,0.89344,0.00074485,0.77593,0.22333
"ENSG00000106013",0.77545,0.78014,2.5522e-06,0.51721,0.48279
"ENSG00000114473",1.2342,0.91585,4.8529e-21,0.0001967,0.9998
"ENSG00000041802",0.63874,0.94534,4.3856e-12,0.92695,0.073054
"ENSG00000081154",0.12044,0.6385,0.70975,0.28716,0.0030871
"ENSG00000091009",0.11092,0.70353,0.99999,1.0064e-05,1.819e-18
"ENSG00000176049",0.075055,0.53608,1,2.8046e-06,9.7708e-18
"ENSG00000040275",0.80986,1.0367,6.077e-17,0.094712,0.90529
"ENSG00000106125",0.84523,0.98896,1.1315e-18,0.034503,0.9655
"ENSG00000127412",0.72621,1.0298,1.4632e-14,0.50466,0.49534
"ENSG00000115657",0.75101,1.0097,1.5314e-18,0.26397,0.73603
"ENSG00000115425",0.85614,0.98507,2.1989e-08,0.26655,0.73345
"ENSG00000213585",0.065464,0.71696,0.97104,0.028955,7.3628e-06
"ENSG00000006837",0.79182,0.91666,9.3612e-12,0.27038,0.72962
"ENSG00000113522",0.70654,0.85072,1.8218e-27,0.57567,0.42433
"ENSG00000119048",0.2866,0.31927,0.16808,0.81908,0.012846
"ENSG00000069011",0.086753,0.73045,0.89175,0.10804,0.00020566
"ENSG00000053108",0.27311,0.8695,0.0197,0.9803,2.4575e-07
"ENSG00000072364",0.052178,0.70748,1,1.12e-07,1.8922e-20
"ENSG00000124641",0.23616,0.70281,0.33109,0.65499,0.013913
"ENSG00000124571",0.15525,0.64304,0.99959,0.0004061,2.4892e-17
"ENSG00000112658",0.063723,0.51105,0.97512,0.024875,5.0552e-06
"ENSG00000075223",0.33089,0.85502,0.00067791,0.99932,6.5758e-06
"ENSG00000075213",0.16819,0.74717,0.98279,0.017206,2.8286e-11
"ENSG00000099250",0.14618,0.8068,0.99702,0.0029761,1.907e-12
"ENSG00000172752",0.7736,0.82231,2.3616e-45,0.0042635,0.99574
"ENSG00000107282",0.1872,0.71676,0.86874,0.13126,2.3546e-08
"ENSG00000107242",0.54877,0.58665,1.0731e-07,0.98494,0.01506
"ENSG00000064419",0.35946,0.56946,1.6203e-06,1,1.0753e-07
"ENSG00000106049",0.43214,0.95412,0.0050767,0.97044,0.02448
"ENSG00000109181",1.1477,1.4756,3.9476e-16,0.0030095,0.99699
"ENSG00000035720",0.61612,0.98761,1.4862e-05,0.86525,0.13474
"ENSG00000070501",0.4879,0.67078,3.4637e-05,0.98877,0.011197
"ENSG00000104327",0.23648,0.64289,0.29126,0.70857,0.0001678
"ENSG00000104320",0.74181,0.89965,2.5695e-16,0.36831,0.63169
"ENSG00000004866",0.1138,0.43687,0.99752,0.0024759,1.4692e-10
"ENSG00000105967",0.71869,1.0024,4.9661e-08,0.62819,0.37181
"ENSG00000105989",0.28897,0.76967,0.088872,0.90943,0.0016944
"ENSG00000110076",0.15012,0.64697,0.99912,0.00088458,4.0527e-15
"ENSG00000126432",0.72994,0.99239,0.00013042,0.64641,0.35346
"ENSG00000014138",0.40355,0.83535,1.1353e-05,0.99989,9.5691e-05
"ENSG00000149541",0.8443,0.8651,2.5862e-08,0.2895,0.7105
"ENSG00000085871",0.37239,0.86901,0.073008,0.87678,0.050208
"ENSG00000198099",0.78133,0.99162,7.1379e-07,0.4835,0.5165
"ENSG00000114316",0.45785,0.86002,1.2194e-09,0.99997,2.7199e-05
"ENSG00000076201",0.21887,0.86835,0.58508,0.41492,1.9259e-12
"ENSG00000114302",0.26579,0.75077,0.11886,0.88093,0.000209
"ENSG00000075914",0.65148,1.0534,9.8846e-06,0.80005,0.19994
"ENSG00000114650",0.34221,0.71528,1.4823e-05,0.99999,1.094e-07
"ENSG00000082556",0.74013,0.8995,3.7916e-05,0.61967,0.38029
"ENSG00000114859",0.56558,0.91578,4.0241e-12,0.99597,0.0040312
"ENSG00000078070",0.63478,0.89183,4.829e-12,0.93502,0.064977
"ENSG00000078081",0.53409,0.94308,0.00027312,0.93837,0.061352
"ENSG00000118514",0.97399,0.91994,3.2258e-12,0.043429,0.95657
"ENSG00000105852",0.79229,1.0004,1.8386e-07,0.43466,0.56534
"ENSG00000106236",0.35268,0.86517,0.029185,0.96122,0.0095934
"ENSG00000110090",0.46102,0.7821,5.6939e-09,0.99993,7.2668e-05
"ENSG00000069482",1.028,0.97769,4.7907e-06,0.24285,0.75714
"ENSG00000110429",0.12982,0.6201,0.98758,0.012421,7.5768e-09
"ENSG00000110719",0.62655,0.89354,7.2573e-13,0.95719,0.042809
"ENSG00000110721",0.24566,0.78877,0.21223,0.7877,6.9226e-05
"ENSG00000168619",1.2469,1.0958,2.4839e-34,3.8649e-07,1
"ENSG00000104755",0.8695,1.0781,7.44e-21,0.012887,0.98711
"ENSG00000029534",0.086462,0.81832,1,8.7162e-10,4.6829e-29
"ENSG00000091137",0.87678,1.2595,1.3974e-21,0.009281,0.99072
"ENSG00000005249",0,0.49686,0.99923,0.00077134,5.1044e-09
"ENSG00000105865",0.64309,0.84253,3.1239e-05,0.80674,0.19323
"ENSG00000005471",0.35164,0.76998,4.5486e-07,1,5.5207e-09
"ENSG00000085563",0.32808,0.83819,1.3094e-05,0.99999,5.3522e-09
"ENSG00000008277",0.23567,0.68647,0.19453,0.80547,2.3276e-10
"ENSG00000006634",0.12211,0.83583,0.99396,0.0060405,1.2966e-09
"ENSG00000075142",0.96617,0.9761,2.9621e-10,0.085547,0.91445
"ENSG00000127993",0.8189,0.93997,1.3061e-07,0.37118,0.62882
"ENSG00000105810",0.058778,0.36041,0.98467,0.015331,1.5335e-06
"ENSG00000058091",0.65002,0.77196,1.6959e-08,0.8509,0.1491
"ENSG00000001629",0.098369,0.60132,0.99996,3.6678e-05,1.0369e-15
"ENSG00000011426",0.22253,0.88646,0.46481,0.53519,1.2168e-10
"ENSG00000106682",0.21189,0.42412,0.44877,0.55004,0.001189
"ENSG00000042980",0.89698,1.1209,2.2613e-24,0.0029045,0.9971
"ENSG00000104679",0.71661,0.80559,0.00014407,0.66797,0.33189
"ENSG00000104611",1.037,1.4025,2.4289e-21,0.00093564,0.99906
"ENSG00000106328",0.71373,0.96479,5.8056e-10,0.62867,0.37133
"ENSG00000075239",0.6655,0.81933,1.1263e-07,0.79584,0.20415
"ENSG00000110675",0.16471,0.76363,0.788,0.21195,5.1911e-05
"ENSG00000110723",0.7196,1.0081,7.0369e-25,0.42619,0.57381
"ENSG00000105963",0.20623,0.82138,0.5673,0.43268,1.9378e-05
"ENSG00000122512",1.0131,1.0542,1.1564e-27,0.00012395,0.99988
"ENSG00000239857",0.19164,0.94393,0.58785,0.41175,0.00039855
"ENSG00000096746",0.085206,0.47952,0.99282,0.0071803,4.8328e-08
"ENSG00000060339",0.12903,0.57811,0.99998,2.2696e-05,5.3993e-19
"ENSG00000076043",0.31405,0.75378,0.083621,0.90729,0.0090868
"ENSG00000104549",0.12525,0.79783,0.96951,0.030486,3.4253e-07
"ENSG00000120451",0.63299,1.0658,5.044e-12,0.93842,0.06158
"ENSG00000078725",0.13045,0.81718,0.98688,0.013124,8.6727e-09
"ENSG00000095777",0.84801,0.99669,2.104e-44,8.1546e-05,0.99992
"ENSG00000119487",0,0.53767,0.99998,1.609e-05,4.1076e-13
"ENSG00000110768",0.12493,0.69514,0.99205,0.0079473,2.5365e-09
"ENSG00000129158",0.86594,0.89925,4.1474e-13,0.090826,0.90917
"ENSG00000129159",0.055565,0.35363,0.98934,0.010662,6.288e-07
"ENSG00000011405",0.26131,0.86089,0.0038293,0.99617,6.2498e-14
"ENSG00000051009",0.15235,0.86258,0.98639,0.013609,3.8813e-10
"ENSG00000110315",0.63522,0.74012,9.6561e-05,0.80944,0.19047
"ENSG00000110169",0.79077,0.85609,9.6025e-12,0.27392,0.72608
"ENSG00000119912",0.26898,0.73315,0.009105,0.99089,1.2809e-09
"ENSG00000095564",0.06722,0.59236,1,2.1795e-12,1.0628e-34
"ENSG00000107864",0.037736,0.61309,0.99955,0.00044784,2.7459e-10
"ENSG00000004534",0.059091,0.74824,1,1.2859e-08,1.9648e-23
"ENSG00000126062",0.10345,0.69604,0.80374,0.19525,0.0010091
"ENSG00000114378",0.57745,0.94438,0.00017067,0.89302,0.10681
"ENSG00000088538",0.087733,0.65788,1,7.7219e-12,1.9183e-35
"ENSG00000055955",0.56193,0.84259,6.3033e-13,0.99763,0.0023734
"ENSG00000187122",0.12513,0.70817,1,2.6324e-06,5.7468e-22
"ENSG00000120057",0.8165,0.86369,5.8399e-06,0.45835,0.54164
"ENSG00000101216",0.049402,0.65343,0.99537,0.0046318,8.18e-08
"ENSG00000101193",0,0.41106,0.98987,0.010126,2.7384e-06
"ENSG00000101191",0.10059,0.90681,1,1.1242e-07,6.4772e-24
"ENSG00000125520",0.17605,0.9273,0.59742,0.40077,0.0018019
"ENSG00000101161",0.28119,0.42074,0.0047866,0.99521,1.6105e-08
"ENSG00000100234",0.16617,0.51661,0.6567,0.34223,0.0010707
"ENSG00000100191",0.82582,0.87223,1.2322e-16,0.075212,0.92479
"ENSG00000100225",0.56068,1.0576,5.975e-07,0.96989,0.030106
"ENSG00000100170",0.49744,0.72377,1.3655e-07,0.99777,0.0022251
"ENSG00000119718",1.0107,0.7742,1.631e-10,0.060842,0.93916
"ENSG00000244486",0.062022,0.60404,0.99973,0.00027166,1.6437e-11
"ENSG00000100271",0.46132,0.73418,0.00013057,0.99158,0.0082897
"ENSG00000242114",0.47002,0.97336,0.037576,0.84376,0.11867
"ENSG00000100105",0.050275,0.57205,0.99472,0.0052794,1.1261e-07
"ENSG00000167074",0.13906,0.52039,0.61532,0.37732,0.0073694
"ENSG00000139044",0.56933,0.90047,9.3559e-15,0.99832,0.0016821
"ENSG00000139053",0.87404,0.93939,0.0086874,0.58804,0.40327
"ENSG00000139055",1.2983,1.0955,1.5486e-12,0.0077037,0.9923
"ENSG00000139112",0,0.59221,0.83229,0.16458,0.0031283
"ENSG00000139133",0.7438,0.98874,1.1133e-06,0.57821,0.42179
"ENSG00000029153",0.60271,0.93561,6.461e-10,0.96314,0.036858
"ENSG00000139151",0.7021,1.0947,8.3771e-12,0.67483,0.32517
"ENSG00000139163",0.13945,0.64521,0.92741,0.072592,3.0212e-06
"ENSG00000139168",0.38527,0.75625,0.018671,0.96303,0.018302
"ENSG00000139173",0.54043,0.73543,2.2242e-06,0.97705,0.022947
"ENSG00000139178",0.73409,0.83912,3.9057e-08,0.57566,0.42434
"ENSG00000139180",0.31386,0.97778,0.022881,0.97654,0.00057892
"ENSG00000139182",0.14949,0.8351,0.9897,0.010303,1.9614e-10
"ENSG00000139192",0.82039,0.86255,2.2e-10,0.24624,0.75376
"ENSG00000139193",0.45965,0.96549,0.0082802,0.93673,0.054986
"ENSG00000139194",0.85796,0.86433,5.4216e-05,0.45888,0.54107
"ENSG00000139211",0.17483,0.83624,0.60458,0.39372,0.0016964
"ENSG00000139223",NA,1.2055,NA,NA,NA
"ENSG00000139233",0.22549,1.087,0.34883,0.5997,0.051463
"ENSG00000139266",0.15327,0.67141,0.73673,0.26279,0.00047707
"ENSG00000139269",0.9529,0.88416,6.35e-09,0.13703,0.86297
"ENSG00000139278",1.2534,0.95877,1.4502e-14,0.0035184,0.99648
"ENSG00000139289",0.13982,0.85522,0.81745,0.18238,0.00016879
"ENSG00000139291",0.43113,0.90239,0.0051406,0.97079,0.024065
"ENSG00000139292",0.50113,1.0057,2.0445e-08,0.99861,0.0013949
"ENSG00000072041",0.36664,0.72296,0.00056915,0.99922,0.0002064
"ENSG00000139304",0.52751,0.91855,6.255e-19,0.99999,7.8542e-06
"ENSG00000139324",0.34743,0.76426,0.0001901,0.9998,8.2684e-06
"ENSG00000139329",0.36037,0.65485,0.080652,0.87593,0.043416
"ENSG00000139330",0.90795,1.0521,1.7422e-07,0.24594,0.75406
"ENSG00000120802",0.63585,1.0796,1.7737e-07,0.86845,0.13155
"ENSG00000139343",0,0.1991,0.80772,0.18778,0.004503
"ENSG00000139344",0.73941,1.0397,3.5935e-08,0.55755,0.44245
"ENSG00000139352",0.12274,0.5515,0.69744,0.29907,0.003495
"ENSG00000139370",0.59805,0.81374,6.7064e-06,0.90472,0.095271
"ENSG00000123374",0.12612,0.45706,0.88902,0.11094,4.4579e-05
"ENSG00000139540",0.79081,0.95198,1.1468e-10,0.31141,0.68859
"ENSG00000139546",0.2245,0.65354,0.38113,0.61846,0.00040471
"ENSG00000139549",0.25356,0.6877,0.25328,0.74113,0.0055883
"ENSG00000110934",0.67205,0.82038,5.067e-11,0.81054,0.18946
"ENSG00000139574",1.3211,0.84242,3.3041e-05,0.20796,0.79201
"ENSG00000139613",0.04669,0.58693,1,8.9453e-09,4.0117e-23
"ENSG00000139626",0.43939,0.81994,1.6441e-06,0.99969,0.00031023
"ENSG00000139631",0.70741,0.93958,7.3496e-12,0.64652,0.35348
"ENSG00000065361",0.51058,0.84742,6.7319e-15,0.99998,2.2446e-05
"ENSG00000139636",0.74338,0.86929,2.9086e-12,0.44914,0.55086
"ENSG00000139637",0.86217,1.0636,9.8219e-11,0.16004,0.83996
"ENSG00000139645",0.018895,0.49585,1,2.2872e-08,9.6438e-21
"ENSG00000139648",0.59796,1.0736,8.8573e-07,0.92473,0.075273
"ENSG00000139687",0.016877,0.64123,1,2.1455e-09,3.0252e-23
"ENSG00000139718",0.033451,0.59735,1,9.1298e-09,2.0837e-22
"ENSG00000139719",0.24739,0.74267,0.16112,0.83887,4.9074e-06
"ENSG00000139722",0.2575,1.0353,0.24055,0.75319,0.0062589
"ENSG00000139725",0.68112,0.75464,0.00018929,0.72553,0.27429
"ENSG00000139746",0.035424,0.67783,1,3.1733e-08,4.3327e-21
"ENSG00000089159",0.27465,0.7398,0.07155,0.92835,9.9579e-05
"ENSG00000139767",0.18983,0.79629,0.79817,0.20183,3.7477e-07
"ENSG00000139780",0.85098,1.0101,1.1798e-06,0.36684,0.63316
"ENSG00000139797",0.10907,0.86263,0.77235,0.22612,0.0015277
"ENSG00000139800",0.12145,0.82035,0.70432,0.29241,0.0032623
"ENSG00000139832",0.73553,0.84817,0.0039811,0.66206,0.33395
"ENSG00000088448",0.27387,0.72925,0.15591,0.841,0.0030878
"ENSG00000139874",0.11632,0.78649,0.73219,0.26537,0.002436
"ENSG00000139890",0.7673,0.75424,9.1765e-06,0.55294,0.44705
"ENSG00000139899",0.65381,0.94558,0.00068299,0.75935,0.23997
"ENSG00000092330",0.40762,0.84885,0.00079326,0.9961,0.003106
"ENSG00000196943",0.73445,0.93586,1.1742e-11,0.50696,0.49304
"ENSG00000139914",0.72319,0.98533,0.00013713,0.6573,0.34256
"ENSG00000187790",0.45353,0.9979,6.2593e-15,1,4.1775e-08
"ENSG00000087299",0.46951,0.91529,4.8392e-05,0.99295,0.0069992
"ENSG00000139946",0.15684,0.71259,0.83954,0.16043,2.4053e-05
"ENSG00000139970",0.1159,0.84449,0.98497,0.015033,5.9825e-08
"ENSG00000139971",0.57021,1.011,1.8902e-07,0.96833,0.031674
"ENSG00000139998",0.41474,0.70456,0.0063457,0.97565,0.018002
"ENSG00000140030",0.31739,0.85002,0.12023,0.85659,0.023177
"ENSG00000140044",0.22612,0.74682,0.36385,0.6253,0.010852
"ENSG00000140057",0.60575,0.93089,1.2657e-12,0.97962,0.02038
"ENSG00000140067",0.64893,0.92141,0.00070702,0.76602,0.23327
"ENSG00000100605",0.050651,0.78027,0.99442,0.0055777,1.2881e-07
"ENSG00000100815",0.383,0.93485,2.3377e-12,1,8.4644e-12
"ENSG00000215252",0.87415,0.9078,0.0024118,0.55375,0.44384
"ENSG00000128463",0.09799,0.65614,0.83375,0.16561,0.00064108
"ENSG00000140254",0.59957,0.88931,4.9719e-05,0.87807,0.12188
"ENSG00000137871",0.21762,0.84338,0.53588,0.46412,8.4626e-09
"ENSG00000140259",0.18647,0.531,0.83036,0.16964,2.3193e-07
"ENSG00000140263",0.82176,1.0681,3.5389e-08,0.33827,0.66173
"ENSG00000140280",0.19461,0.93471,0.41683,0.55078,0.032392
"ENSG00000140284",0.63325,1.0205,7.9205e-09,0.8975,0.1025
"ENSG00000140285",0.10719,0.55299,0.78285,0.21581,0.0013374
"ENSG00000140287",0.31143,0.83327,0.006476,0.99349,3.0634e-05
"ENSG00000263155",0.88227,1.1527,2.8557e-16,0.033846,0.96615
"ENSG00000140299",0.5034,1.0425,6.5412e-05,0.97829,0.021642
"ENSG00000140319",0,0.71873,0.87148,0.12696,0.0015563
"ENSG00000140323",0.24275,0.90786,0.16308,0.83692,1.9636e-07
"ENSG00000128881",0.13935,0.83134,0.99876,0.0012392,2.251e-13
"ENSG00000140365",0.64788,0.96879,0.00024729,0.77813,0.22162
"ENSG00000140367",0.62735,0.88313,7.1233e-08,0.8941,0.1059
"ENSG00000140379",0.29251,0.66253,0.20716,0.75436,0.038483
"ENSG00000140391",0.34395,0.54119,0.056451,0.92673,0.016821
"ENSG00000140395",0.33174,0.56999,0.024501,0.97293,0.0025703
"ENSG00000140406",0,0.58602,0.91082,0.088576,0.0006077
"ENSG00000140443",0.18162,0.72387,0.98751,0.01249,2.1581e-14
"ENSG00000140450",0.63224,0.86367,4.3318e-06,0.84771,0.15229
"ENSG00000140451",0.94366,0.96099,9.2629e-16,0.018358,0.98164
"ENSG00000140459",0.58311,0.87799,4.0884e-07,0.95057,0.049427
"ENSG00000140463",0.8395,1.1411,2.8603e-16,0.064426,0.93557
"ENSG00000140464",0.23928,0.79527,0.22445,0.77555,2.5183e-06
"ENSG00000140470",0.54925,1.1278,2.9134e-15,0.99963,0.00036893
"ENSG00000213614",0.6934,1.0547,1.0344e-11,0.71936,0.28064
"ENSG00000140497",0.26013,0.71416,0.16676,0.83269,0.00055376
"ENSG00000140519",0.44651,0.9585,7.6261e-05,0.99625,0.0036723
"ENSG00000140521",0.41046,1.0602,1.2816e-09,1,2.0979e-07
"ENSG00000140522",0.62522,1.055,1.3362e-05,0.84977,0.15022
"ENSG00000140527",0.83511,0.96683,6.3083e-18,0.048996,0.951
"ENSG00000140534",0.45733,1.1119,1.3323e-13,1,3.0879e-07
"ENSG00000140545",0.53867,1.0733,3.9361e-05,0.95738,0.042576
"ENSG00000140548",0.087191,0.66917,0.99125,0.0087549,7.8513e-08
"ENSG00000140557",0.30345,0.72629,0.066778,0.93052,0.0027009
"ENSG00000140564",0.074375,0.68632,0.99993,6.8601e-05,1.1639e-13
"ENSG00000140575",0.18549,0.76047,0.99767,0.0023329,2.4511e-20
"ENSG00000140577",0.18153,0.93177,0.87163,0.12837,1.097e-07
"ENSG00000140598",0.39128,0.84404,6.8516e-08,1,4.133e-07
"ENSG00000140612",0.49886,0.54555,0.0024388,0.93371,0.06385
"ENSG00000140623",1.4101,1.277,4.4309e-19,0.00020414,0.9998
"ENSG00000140650",1.4081,1.3192,1.5674e-17,0.00044981,0.99955
"ENSG00000178226",0.82601,0.8659,1.756e-19,0.042575,0.95743
"ENSG00000140678",0.51963,0.935,2.763e-14,0.99993,7.2176e-05
"ENSG00000140691",0.27291,0.78716,0.075696,0.92421,9.085e-05
"ENSG00000140740",0.52339,0.81238,3.0046e-06,0.98481,0.015189
"ENSG00000140743",0.62889,0.83173,5.6103e-07,0.87371,0.12629
"ENSG00000140749",0.54045,0.95512,0.0016583,0.89747,0.10088
"ENSG00000140807",0.041716,0.86388,0.99885,0.0011523,2.7471e-09
"ENSG00000140829",0.4728,0.7223,6.8526e-13,1,3.5493e-06
"ENSG00000140830",0.72279,1.2544,0.004196,0.67324,0.32256
"ENSG00000140836",0.078911,1.0665,1,6.5741e-14,1.7418e-40
"ENSG00000140876",1.2242,1.2025,8.8245e-06,0.1861,0.81389
"ENSG00000140932",0.91904,0.90017,3.742e-05,0.38793,0.61203
"ENSG00000140937",0.034521,0.79859,0.99982,0.00017801,2.9009e-11
"ENSG00000140941",0.66132,0.87515,0.0018921,0.74014,0.25796
"ENSG00000140945",0.35828,1.0674,0.00073947,0.99912,0.0001417
"ENSG00000140948",0.14974,0.89762,0.97566,0.024335,8.0271e-09
"ENSG00000140955",0.79515,1.3138,8.6286e-12,0.2593,0.7407
"ENSG00000140968",0.13661,0.78803,0.93789,0.062105,2.0329e-06
"ENSG00000103343",0.34519,0.89509,0.01891,0.97732,0.0037692
"ENSG00000140986",1.114,1.1122,6.6848e-16,0.0041034,0.9959
"ENSG00000140990",0.51149,1.3131,0.0052638,0.89932,0.095417
"ENSG00000140995",0.33462,0.84147,0.0028279,0.99707,0.00010155
"ENSG00000129993",0.27412,0.94493,0.055774,0.9442,3.0025e-05
"ENSG00000141012",0.67273,1.0412,4.3946e-10,0.79902,0.20098
"ENSG00000141013",0.82068,1.1412,1.2802e-12,0.17002,0.82998
"ENSG00000197912",1.2585,1.0945,3.3434e-35,2.2836e-07,1
"ENSG00000141026",0.19489,0.75368,0.4161,0.55135,0.032555
"ENSG00000141027",0.098555,0.68444,1,1.3334e-12,2.204e-39
"ENSG00000141030",0.0377,0.5443,0.99956,0.00044363,2.6833e-10
"ENSG00000141034",0.079636,0.49309,0.92378,0.076136,8.3344e-05
"ENSG00000178773",1.0547,1.1127,3.0548e-24,0.00025179,0.99975
"ENSG00000160602",0.55359,0.83428,1.3975e-08,0.98839,0.01161
"ENSG00000141096",0.89586,0.83542,2.0997e-10,0.13175,0.86825
"ENSG00000141098",0.35299,0.82235,0.050657,0.92955,0.019797
"ENSG00000141101",0.79661,1.1039,1.223e-09,0.33389,0.66611
"ENSG00000141127",0.41794,0.49251,0.0028929,0.98557,0.011533
"ENSG00000141150",0.46533,0.64419,0.017614,0.89917,0.083212
"ENSG00000141161",0.67427,1.0416,2.6565e-15,0.83697,0.16303
"ENSG00000141179",1.1023,1.0573,1.121e-11,0.024568,0.97543
"ENSG00000141194",0.8438,0.89861,0.00021201,0.51049,0.4893
"ENSG00000141200",0.89049,1.1,2.2983e-10,0.13851,0.86149
"ENSG00000049283",0.9827,1.08,8.381e-17,0.0086177,0.99138
"ENSG00000141258",0.39929,0.96905,8.9865e-08,1,1.3837e-06
"ENSG00000141294",0.49221,0.81814,0.0010899,0.95547,0.043437
"ENSG00000141298",0.16078,0.78949,0.99801,0.0019868,5.8956e-15
"ENSG00000141314",0.68532,0.88211,2.4974e-07,0.73503,0.26497
"ENSG00000141316",0.56398,1.0984,0.003538,0.84953,0.14693
"ENSG00000141338",0.97875,1.0155,5.1249e-51,7.3743e-08,1
"ENSG00000154263",0.78242,0.99625,2.6533e-33,0.015102,0.9849
"ENSG00000108852",0.55075,0.77306,2.7096e-07,0.98053,0.019471
"ENSG00000141349",0.62599,0.83645,4.686e-06,0.85936,0.14063
"ENSG00000141367",0.033505,0.27032,1,6.9902e-13,3.9731e-33
"ENSG00000141371",1.2872,0.80171,1.7047e-12,0.0081508,0.99185
"ENSG00000170558",0.14831,0.732,0.99085,0.0091519,1.4671e-10
"ENSG00000141384",0.23938,0.95579,0.20885,0.79115,5.9318e-07
"ENSG00000141385",0.48077,0.71063,6.5335e-09,0.99971,0.00029461
"ENSG00000141401",0.49093,0.81534,0.001106,0.95628,0.042618
"ENSG00000141424",0.4852,0.82439,2.6235e-06,0.99616,0.00384
"ENSG00000141429",0.34838,0.57812,0.0018198,0.99799,0.00019165
"ENSG00000141431",0.098572,0.93366,1,5.2275e-07,1.3523e-21
"ENSG00000141434",0.9604,0.88508,3.1366e-24,0.00094936,0.99905
"ENSG00000141437",0.99373,0.99114,0.00042131,0.42438,0.5752
"ENSG00000141441",0.20989,0.85546,0.59346,0.40654,6.3891e-07
"ENSG00000141446",0.055441,0.91939,0.99994,6.4916e-05,5.0284e-13
"ENSG00000141448",0,0.77591,0.99629,0.0037117,2.354e-07
"ENSG00000141452",0.1682,0.73336,0.96982,0.030184,5.6018e-10
"ENSG00000141458",0.32433,0.87054,2.8367e-05,0.99997,8.7172e-09
"ENSG00000141504",0.89335,0.86565,3.0127e-06,0.33711,0.66288
"ENSG00000141505",1.2166,0.9785,4.1444e-15,0.0032406,0.99676
"ENSG00000141510",0.26928,0.83398,0.16862,0.82872,0.0026622
"ENSG00000141522",0.41597,0.70115,0.026507,0.92404,0.049451
"ENSG00000141540",0.41173,0.94424,7.9402e-05,0.99921,0.00070632
"ENSG00000141543",0,0.27893,0.99987,0.00013182,6.8958e-11
"ENSG00000141560",0.9775,1.0554,4.7545e-09,0.11665,0.88335
"ENSG00000141569",1.3152,0.92949,2.4124e-19,0.00027489,0.99973
"ENSG00000141570",0.053308,0.81945,0.99196,0.008039,3.1488e-07
"ENSG00000141574",0.43731,0.92428,0.045815,0.86053,0.093656
"ENSG00000141576",0.50496,0.87692,7.4029e-09,0.99879,0.0012142
"ENSG00000141579",0.12842,1.0165,0.87812,0.12182,5.6988e-05
"ENSG00000141582",0.059498,0.6709,0.98346,0.016538,1.8475e-06
"ENSG00000141622",0.052963,0.63074,0.99232,0.0076824,2.8179e-07
"ENSG00000141627",0.64016,0.95751,5.0864e-13,0.933,0.067003
"ENSG00000141642",0.088137,0.90268,0.88502,0.11474,0.00024071
"ENSG00000166634",1.7034,1.1351,3.7743e-25,2.7631e-06,1
"ENSG00000141664",0.14749,0.92089,0.99158,0.0084233,1.1974e-10
"ENSG00000141668",0.37841,0.52871,0.12091,0.78673,0.092356
"ENSG00000141720",0,0.45738,0.99782,0.0021801,6.4261e-08
"ENSG00000141736",0.28147,0.66999,0.0018012,0.9982,5.4685e-10
"ENSG00000186395",0.35176,0.94819,0.0029455,0.99658,0.00047277
"ENSG00000141744",0.43596,0.8975,0.022274,0.91564,0.062088
"ENSG00000141753",0.42848,0.77839,0.023738,0.91908,0.057184
"ENSG00000141759",1.0788,0.15774,7.2653e-05,0.31225,0.68767
"ENSG00000105127",0.16624,1.0007,0.92069,0.079306,1.5505e-07
"ENSG00000171954",0.5232,0.92336,3.015e-06,0.98488,0.015117
"ENSG00000141854",0.6612,0.64799,0.00064852,0.7492,0.25016
"ENSG00000141873",0.3672,0.88123,0.12845,0.78685,0.084702
"ENSG00000198131",0.7937,1.0978,0.00094525,0.59256,0.4065
"ENSG00000141946",0.81111,1.0733,2.1267e-05,0.49507,0.50491
"ENSG00000141956",0.30224,0.74842,6.7161e-05,0.99993,1.0353e-10
"ENSG00000141965",0.89688,0.80511,8.1989e-10,0.1512,0.8488
"ENSG00000141977",1.2132,0.98537,2.5921e-09,0.043738,0.95626
"ENSG00000269058",0.78866,0.92055,4.1284e-10,0.33828,0.66172
"ENSG00000141985",0.29827,0.8308,0.051008,0.94815,0.00084222
"ENSG00000130517",0.4495,0.89427,0.0091325,0.94239,0.048477
"ENSG00000142025",0.16978,0.8167,0.75203,0.24789,8.1304e-05
"ENSG00000142039",0.97493,0.85233,1.1362e-09,0.097529,0.90247
"ENSG00000124459",0.52746,0.85469,4.2881e-07,0.9897,0.010303
"ENSG00000248098",0.60684,0.88486,2.7876e-07,0.92074,0.079257
"ENSG00000142065",0.43399,0.64922,0.0002185,0.99578,0.003999
"ENSG00000130511",0.22708,0.91571,0.36262,0.63736,1.9152e-05
