Ensembl_gene_id Gene_name2 Omim_inheritance
ENSG00000179627 ZBTB42 AR
ENSG00000185024 BRF1 AR
ENSG00000170113 NIPA1 AD
ENSG00000179455 MKRN3 AD
ENSG00000254585 MAGEL2 AD
ENSG00000182636 NDN IC
ENSG00000128739 SNRPN IC
ENSG00000114062 UBE3A IC
ENSG00000166206 GABRB3 AD
ENSG00000104044 OCA2 AR
ENSG00000128731 HERC2 AR
ENSG00000185115 NDNL2 AR
ENSG00000198690 FAN1 AR
ENSG00000140199 SLC12A6 AR
ENSG00000182117 NOP10 AR
ENSG00000159251 ACTC1 AD
ENSG00000186073 C15orf41 AR
ENSG00000166068 SPRED1 AD
ENSG00000128829 EIF2AK4 AR
ENSG00000156970 BUB1B AD,AR
ENSG00000128928 IVD AR
ENSG00000137812 CASC5 AR
ENSG00000051180 RAD51 AD
ENSG00000128917 DLL4 AD
ENSG00000137806 NDUFAF1 AR,Mi,XLD,XL
ENSG00000137802 MAPKBP1 AR
ENSG00000092529 CAPN3 AR
ENSG00000140326 CDAN1 AR
ENSG00000128881 TTBK2 AD
ENSG00000159459 UBR1 AR
ENSG00000104055 TGM5 AR
ENSG00000137822 TUBGCP4 AR
ENSG00000242866 STRC AR
ENSG00000104133 SPG11 AR
ENSG00000140279 DUOX2 AR
ENSG00000140274 DUOXA2 AR
ENSG00000171766 GATM AR
ENSG00000104164 BLOC1S6 AR
ENSG00000188467 SLC24A5 AR
ENSG00000074803 SLC12A1 AR
ENSG00000166147 FBN1 AD
ENSG00000103995 CEP152 AR
ENSG00000140287 HDC AD
ENSG00000092439 TRPM7 AD
ENSG00000081014 AP4E1 AD,AR
ENSG00000137869 CYP19A1 AD
ENSG00000186417 GLDN AR
ENSG00000104093 DMXL2 AR
ENSG00000069966 GNB5 AR
ENSG00000197535 MYO5A AR
ENSG00000166415 WDR72 AR
ENSG00000069974 RAB27A AR
ENSG00000256061 DYX1C1 AD,AR
ENSG00000140262 TCF12 AD
ENSG00000166035 LIPC AD,AR
ENSG00000137845 ADAM10 AD
ENSG00000157483 MYO1E AR
ENSG00000129003 VPS13C AR
ENSG00000140416 TPM1 AD
ENSG00000074410 CA12 AR
ENSG00000103657 HERC1 AR
ENSG00000166794 PPIB AR
ENSG00000103671 TRIP4 AR
ENSG00000090487 SPG21 AR
ENSG00000103707 MTFMT AR,Mi
ENSG00000234438 KBTBD13 AD
ENSG00000074621 SLC24A1 AR
ENSG00000137834 SMAD6 AD
ENSG00000166949 SMAD3 AD
ENSG00000103591 AAGAB AD
ENSG00000128973 CLN6 AR
ENSG00000278570 None AD,AR
ENSG00000213614 HEXA AR
ENSG00000140463 BBS4 AR
ENSG00000138622 HCN4 AD
ENSG00000129038 LOXL1 AD
ENSG00000137868 STRA6 AR
ENSG00000179151 EDC3 AR
ENSG00000178802 MPI AR
ENSG00000169375 SIN3A AD
ENSG00000140374 ETFA AR
ENSG00000140368 PSTPIP1 AD
ENSG00000136425 CIB2 AR
ENSG00000207695 MIR184 AD
ENSG00000103876 FAH AR
ENSG00000172379 ARNT2 AR
ENSG00000182774 RPS17L AD
ENSG00000103723 AP3B2 AR
ENSG00000103942 HOMER2 AD
ENSG00000177082 WDR73 AR
ENSG00000273540 None AD
ENSG00000259494 MRPL46 Mi
ENSG00000181991 MRPS11 Mi
ENSG00000157766 ACAN AD
ENSG00000140522 RLBP1 AD,AR
ENSG00000140521 POLG AD,AR,Mi
ENSG00000166813 KIF7 AR
ENSG00000166819 PLIN1 AD
ENSG00000197299 BLM AR
ENSG00000184056 VPS33B AR
ENSG00000173575 CHD2 AD
ENSG00000185551 NR2F2 AD
ENSG00000140443 IGF1R AD,AR
ENSG00000068305 MEF2A AD
ENSG00000140470 ADAMTS17 AR
ENSG00000154227 CERS3 AR
ENSG00000140471 LINS AR
ENSG00000184254 ALDH1A3 AR
ENSG00000131873 CHSY1 AR
ENSG00000103148 NPRL3 AD
ENSG00000188536 HBA2 AD
ENSG00000206172 HBA1 AD
ENSG00000086504 MRPL28 Mi
ENSG00000103266 STUB1 AR
ENSG00000162004 CCDC78 AD
ENSG00000260807 RP11-161M6.2 AR
ENSG00000162009 SSTR5 AD,Smu
ENSG00000196557 CACNA1H AD
ENSG00000090581 GNPTG AR
ENSG00000103249 CLCN7 AD
ENSG00000100726 TELO2 AR
ENSG00000187535 IFT140 AR
ENSG00000074071 MRPS34 Mi
ENSG00000063854 HAGH AD
ENSG00000065057 NTHL1 AR
ENSG00000103197 TSC2 AD
ENSG00000008710 PKD1 AD
ENSG00000167972 ABCA3 AR
ENSG00000162065 TBC1D24 AD,AR
ENSG00000131652 THOC6 AR
ENSG00000103313 MEFV AD,AR
ENSG00000188827 SLX4 AR
ENSG00000213918 DNASE1 AD
ENSG00000005339 CREBBP AD
ENSG00000217930 PAM16 AR
ENSG00000140623 SEPT12 AD
ENSG00000067836 ROGDI AR
ENSG00000033011 ALG1 AR
ENSG00000183044 ABAT AR
ENSG00000140650 PMM2 AR
ENSG00000183454 GRIN2A AD
ENSG00000213853 EMP2 AR
ENSG00000179583 CIITA AR
ENSG00000189067 LITAF AD
ENSG00000175595 ERCC4 AR
ENSG00000140694 PARN AD,AR
ENSG00000072864 NDE1 AR
ENSG00000133392 MYH11 AD
ENSG00000091262 ABCC6 AD,AR
ENSG00000103489 XYLT1 AR
ENSG00000170540 ARL6IP1 AR
ENSG00000167186 COQ7 AR
ENSG00000169344 UMOD AD
ENSG00000103316 CRYM AD
ENSG00000155719 OTOA AR
ENSG00000140740 UQCRC2 AR,Mi
ENSG00000166828 SCNN1G AD,AR
ENSG00000168447 SCNN1B AD,AR
ENSG00000103356 EARS2 AR
ENSG00000083093 PALB2 AD
ENSG00000077238 IL4R AD
ENSG00000103522 IL21R AD,AR
ENSG00000047578 KIAA0556 AR
ENSG00000188603 CLN3 AR
ENSG00000178952 TUFM AR
ENSG00000196296 ATP2A1 AR
ENSG00000177455 CD19 AR
ENSG00000079616 KIF22 AD
ENSG00000167371 PRRT2 AD
ENSG00000149925 ALDOA AR
ENSG00000149922 TBX6 AD,AR
ENSG00000102879 CORO1A AR
ENSG00000080603 SRCAP AD
ENSG00000156873 PHKG2 AR
ENSG00000099377 HSD3B7 AR
ENSG00000099365 STX1B AD
ENSG00000167397 VKORC1 AD
ENSG00000089280 FUS AD
ENSG00000140691 ARMC5 AD,Smu
ENSG00000140675 SLC5A2 AD,AR
ENSG00000069329 VPS35 AD
ENSG00000091651 ORC6 AR
ENSG00000166123 GPT2 AR
ENSG00000102893 PHKB AR
ENSG00000121270 ABCC11 AD
ENSG00000102935 ZNF423 AD,AR
ENSG00000167207 NOD2 AD,Mu
ENSG00000083799 CYLD AD
ENSG00000103449 SALL1 AD
ENSG00000103494 RPGRIP1L AR
ENSG00000140718 FTO AR
ENSG00000176842 IRX5 AR
ENSG00000087245 MMP2 AR
ENSG00000087258 GNAO1 AD
ENSG00000125124 BBS2 AR
ENSG00000102900 NUP93 AR
ENSG00000070915 SLC12A3 AR
ENSG00000087237 CETP AD
ENSG00000159579 RSPRY1 AR
ENSG00000102931 ARL2BP AR
ENSG00000088682 COQ9 AR
ENSG00000205336 GPR56 AR
ENSG00000140854 KATNB1 AR
ENSG00000070729 CNGB1 AR
ENSG00000103005 USB1 AR
ENSG00000166546 BEAN1 AD
ENSG00000166548 TK2 AR,Mi
ENSG00000102878 HSF4 AD
ENSG00000140939 NOL3 AD
ENSG00000176387 HSD11B2 AR
ENSG00000159723 AGRP AD,Mu,AR
ENSG00000102974 CTCF AD
ENSG00000102977 ACD AD,AR
ENSG00000213398 LCAT AR
ENSG00000132600 PRMT7 AR
ENSG00000062038 CDH3 AR
ENSG00000039068 CDH1 AD
ENSG00000090861 AARS AD,AR
ENSG00000103051 COG4 AR
ENSG00000103043 VAC14 AR
ENSG00000157423 HYDIN AR
ENSG00000198650 TAT AR
ENSG00000102967 DHODH AR
ENSG00000103089 FA2H AR
ENSG00000183196 CHST6 AR
ENSG00000205084 TMEM231 AR
ENSG00000065427 KARS AR
ENSG00000140873 ADAMTS18 AR
ENSG00000186153 WWOX AR
ENSG00000178573 MAF AD
ENSG00000140905 GCSH AR
ENSG00000135697 BCMO1 AD
ENSG00000261609 GAN AR
ENSG00000197943 PLCG2 AD
ENSG00000103150 MLYCD AR
ENSG00000166558 SLC38A8 AR
ENSG00000154099 DNAAF1 AR
ENSG00000140968 IRF8 AD,AR
ENSG00000103241 FOXF1 AD
ENSG00000176692 FOXC2 AD
ENSG00000103264 FBXO31 AR
ENSG00000154118 JPH3 AD
ENSG00000174990 CA5A AR
ENSG00000225614 ZNF469 AR
ENSG00000051523 CYBA AR
ENSG00000167508 MVD AD
ENSG00000103335 PIEZO1 AD,AR
ENSG00000167513 CDT1 AR
ENSG00000198931 APRT AR
ENSG00000141012 GALNS AR
ENSG00000167522 ANKRD11 AD
ENSG00000197912 SPG7 AD,AR
ENSG00000131165 CHMP1A AR
ENSG00000187741 FANCA AR
ENSG00000258839 MC1R AR
ENSG00000258947 TUBB3 AD
ENSG00000141013 GAS8 AR
ENSG00000141252 VPS53 AR
ENSG00000205899 BHLHA9 AR
ENSG00000174231 PRPF8 AD
ENSG00000167716 WDR81 AR
ENSG00000167711 SERPINF2 AR
ENSG00000108963 DPH1 AR
ENSG00000007168 PAFAH1B1 IC
ENSG00000108381 ASPA AR
ENSG00000167723 TRPV3 AD
ENSG00000197417 SHPK AR
ENSG00000040531 CTNS AR
ENSG00000141497 ZMYND15 AR
ENSG00000108556 CHRNE AD,AR
ENSG00000185245 GP1BA AD,AR
ENSG00000108515 ENO3 AR
ENSG00000129250 KIF1C AR
ENSG00000132517 SLC52A1 AD
ENSG00000091592 NLRP1 AD,AR
ENSG00000129221 AIPL1 AR
ENSG00000091622 PITPNM3 AD
ENSG00000198920 KIAA0753 AR
ENSG00000141485 SLC13A5 AR
ENSG00000072778 ACADVL AR
ENSG00000170175 CHRNB1 AD,AR
ENSG00000129255 MPDU1 AR
ENSG00000141510 TP53 AD,Smu,Mu,AR
ENSG00000141499 WRAP53 AR
ENSG00000132518 GUCY2D AD,AR
ENSG00000179477 ALOX12B AR
ENSG00000179148 ALOXE3 AR
ENSG00000179111 HES7 AR
ENSG00000200463 SNORD118 AR
ENSG00000178971 CTC1 AR
ENSG00000161970 RPL26 AD
ENSG00000141506 PIK3R5 AR
ENSG00000133020 MYH8 AD
ENSG00000125414 MYH2 AD,AR
ENSG00000109063 MYH3 AD
ENSG00000133028 SCO1 AR,Mi
ENSG00000006744 ELAC2 AR
ENSG00000006695 COX10 AR,Mi
ENSG00000109099 PMP22 AD,AR
ENSG00000011295 TTC19 AR,Mi
ENSG00000108474 PIGL AR
ENSG00000170315 UBB AD
ENSG00000240505 TNFRSF13B AD,AR
ENSG00000154803 FLCN AD
ENSG00000108557 RAI1 AD,IC
ENSG00000171953 ATPAF2 AR,Mi
ENSG00000091536 MYO15A AR
ENSG00000177427 MIEF2 Mi
ENSG00000108641 B9D1 AR
ENSG00000072210 ALDH3A2 AR
ENSG00000108599 AKAP10 AD
ENSG00000260458 KCNJ12 IC
ENSG00000007171 NOS2 Mu
ENSG00000244045 TMEM199 AR
ENSG00000076351 SLC46A1 AR
ENSG00000109101 FOXN1 AR
ENSG00000109103 UNC119 AD
ENSG00000160602 NEK8 AR
ENSG00000108255 CRYBA1 AD
ENSG00000108576 SLC6A4 AD
ENSG00000196712 NF1 AD,Smu
ENSG00000006042 TMEM98 AD
ENSG00000108691 CCL2 AD
ENSG00000172156 CCL11 AD
ENSG00000141161 UNC45B AD
ENSG00000236320 SLFN14 AD
ENSG00000108733 PEX12 AR
ENSG00000277161 None AR
ENSG00000278540 None AR
ENSG00000275410 None AD
ENSG00000278845 None Mi
ENSG00000277399 None AR
ENSG00000173991 TCAP AD,AR
ENSG00000161395 PGAP3 AR
ENSG00000126351 THRA AD
ENSG00000094804 CDC6 AR
ENSG00000073584 SMARCE1 AD
ENSG00000204897 KRT25 AR
ENSG00000186395 KRT10 AD,AR
ENSG00000187242 KRT12 AD
ENSG00000171401 KRT13 AD
ENSG00000171403 KRT9 AD
ENSG00000186847 KRT14 AD,AR
ENSG00000186832 KRT16 AD
ENSG00000128422 KRT17 AD
ENSG00000173801 JUP AD,AR
ENSG00000141756 FKBP10 AR
ENSG00000161594 KLHL10 AD
ENSG00000204815 TTC25 AR
ENSG00000161610 HCRT AD
ENSG00000168610 STAT3 AD
ENSG00000177469 PTRF AR
ENSG00000108784 NAGLU AD,AR
ENSG00000068120 COASY AR
ENSG00000131470 PSMC3IP AR
ENSG00000131462 TUBG1 AD
ENSG00000108797 CNTNAP1 AR
ENSG00000126562 WNK4 AD
ENSG00000131482 G6PC AR
ENSG00000012048 BRCA1 AD,Mu
ENSG00000005102 MEOX1 AR
ENSG00000167941 SOST AD,AR
ENSG00000161653 NAGS AR
ENSG00000141349 G6PC3 AR
ENSG00000004939 SLC4A1 AD,AR
ENSG00000030582 GRN AD,AR
ENSG00000005961 ITGA2B AD,AR
ENSG00000108883 EFTUD2 AD
ENSG00000167131 CCDC103 AR
ENSG00000131095 GFAP AD
ENSG00000186868 MAPT AD,IC,Mu,AR
ENSG00000120071 KANSL1 AD
ENSG00000108379 WNT3 AR
ENSG00000108433 GOSR2 AR
ENSG00000198336 MYL4 AD
ENSG00000259207 ITGB3 AD,AR
ENSG00000073861 TBX21 AR
ENSG00000159111 MRPL10 Mi
ENSG00000108439 PNPO AR
ENSG00000167085 PHB AD
ENSG00000108813 DLX4 AD
ENSG00000064195 DLX3 AD
ENSG00000005884 ITGA3 AR
ENSG00000108823 SGCA AR
ENSG00000108821 COL1A1 AD
ENSG00000015532 XYLT2 AR
ENSG00000108826 MRPL27 Mi
ENSG00000006283 CACNA1G AD
ENSG00000239672 NME1 AD,IC
ENSG00000183691 NOG AD
ENSG00000153933 DGKE AR
ENSG00000181610 MRPS23 Mi
ENSG00000121053 EPX AR
ENSG00000011143 MKS1 AR
ENSG00000005381 MPO AD,AR
ENSG00000108375 RNF43 AD
ENSG00000108384 RAD51C AR
ENSG00000108395 TRIM37 AR
ENSG00000141378 PTRH2 AR
ENSG00000167434 CA4 AD
ENSG00000170836 PPM1D AD
ENSG00000121075 TBX4 AD
ENSG00000136492 BRIP1 AD
ENSG00000159640 ACE AR
ENSG00000136463 TACO1 AR,Mi
ENSG00000266173 STRADA AR
ENSG00000259384 GH1 AD,AR
ENSG00000007312 CD79B AR
ENSG00000007314 SCN4A AD,AR
ENSG00000256525 POLG2 AD
ENSG00000168646 AXIN2 AD
ENSG00000108946 PRKAR1A AD
ENSG00000108950 FAM20A AR
ENSG00000123700 KCNJ2 AD
ENSG00000125398 SOX9 AD
ENSG00000109062 SLC9A3R1 AD
ENSG00000182040 USH1G AR
ENSG00000125445 MRPS7 Mi
ENSG00000125454 SLC25A19 AR
ENSG00000182173 TSEN54 AR
ENSG00000132470 ITGB4 AD,AR
ENSG00000108479 GALK1 AR
ENSG00000204316 MRPL38 Mi
ENSG00000161533 ACOX1 AR
ENSG00000129667 RHBDF2 AD
ENSG00000181038 METTL23 AR
ENSG00000184640 SEPT9 AD
ENSG00000141524 TMC6 AR
ENSG00000167895 TMC8 AR
ENSG00000171302 CANT1 AR
ENSG00000173894 CBX2 AR
ENSG00000171298 GAA AR
ENSG00000141543 EIF4A3 AR
ENSG00000141527 CARD14 AD
ENSG00000181523 SGSH AR
ENSG00000184009 ACTG1 AD
ENSG00000185527 PDE6G AR
ENSG00000215644 GCGR AD
ENSG00000185624 P4HB AD
ENSG00000141522 ARHGDIA AR
ENSG00000183010 PYCR1 AR
ENSG00000169738 DCXR AR
ENSG00000141551 CSNK1D AD
ENSG00000141556 TBCD AR
ENSG00000101596 SMCHD1 AD
ENSG00000177426 TGIF1 AD
ENSG00000101680 LAMA1 AR
ENSG00000178127 NDUFV2 AR,Mi,XLD,XL
ENSG00000154864 PIEZO2 AD,AR
ENSG00000141404 GNAL AD
ENSG00000141385 AFG3L2 AD,AR
ENSG00000185231 MC2R AR
ENSG00000101752 MIB1 AD
ENSG00000141448 GATA6 AD
ENSG00000101773 RBBP8 AR
ENSG00000141458 NPC1 AR
ENSG00000053747 LAMA3 AR
ENSG00000141384 TAF4B AR
ENSG00000134504 KCTD1 AD
ENSG00000134762 DSC3 AR
ENSG00000134755 DSC2 AD,AR
ENSG00000134760 DSG1 AD,AR
ENSG00000175065 DSG4 AR
ENSG00000046604 DSG2 AD
ENSG00000118271 TTR AD
ENSG00000101695 RNF125 AD
ENSG00000134769 DTNA AD
ENSG00000166974 MAPRE2 AD
ENSG00000134759 ELP2 AR
ENSG00000075643 MOCOS AR
ENSG00000152217 SETBP1 AD
ENSG00000152223 EPG5 AR
ENSG00000152234 ATP5A1 AR,Mi
ENSG00000167210 LOXHD1 AR
ENSG00000134049 IER3IP1 AR
ENSG00000141627 DYM AR
ENSG00000167306 MYO5B AR
ENSG00000172361 CCDC11 AR
ENSG00000141646 SMAD4 AD
ENSG00000187323 DCC AD
ENSG00000196628 TCF4 AD
ENSG00000066926 FECH AR
ENSG00000081923 ATP8B1 AD,AR
ENSG00000049759 NEDD4L AD
ENSG00000172175 MALT1 AR
ENSG00000134438 RAX AR
ENSG00000074695 LMAN1 AR
ENSG00000183287 CCBE1 AR
ENSG00000166603 MC4R AD,Mu,AR
ENSG00000197563 PIGN AR
ENSG00000141655 TNFRSF11A AD
ENSG00000166396 SERPINB7 AR
ENSG00000166401 SERPINB8 AR
ENSG00000176225 RTTN AR
ENSG00000166347 CYB5A AR
ENSG00000179981 TSHZ1 AD
ENSG00000060069 CTDP1 AR
ENSG00000141759 TXNL4A AR
ENSG00000197561 ELANE AD
ENSG00000197766 CFD AR
ENSG00000116014 KISS1R AD,AR
ENSG00000064687 ABCA7 AD
ENSG00000167468 GPX4 AR
ENSG00000118046 STK11 AD,Smu,Mu
ENSG00000115286 NDUFS7 AR,Mi
ENSG00000130005 GAMT AR
ENSG00000115266 APC2 AR
ENSG00000115255 REEP6 AR
ENSG00000071564 TCF3 AD
ENSG00000213638 ADAT3 AR
ENSG00000065000 AP3D1 AR
ENSG00000104899 AMH AR
ENSG00000176619 LMNB2 AD,AR
ENSG00000104953 TLE6 AR
ENSG00000088256 GNA11 AD
ENSG00000179855 GIPC3 AR
ENSG00000006638 TBXA2R AD
ENSG00000186111 PIP5K1C AR
ENSG00000183617 MRPL54 Mi
ENSG00000173976 RAX2 AD
ENSG00000167654 ATCAY AR
ENSG00000167658 EEF2 AD
ENSG00000141985 SH3GL1 AD
ENSG00000196365 LONP1 AR
ENSG00000174886 NDUFA11 AR,Mi,XLD,XL
ENSG00000125656 CLPP AR
ENSG00000104833 TUBB4A AD
ENSG00000125730 C3 AD,AR
ENSG00000171105 INSR AD,AR
ENSG00000090674 MCOLN1 AR
ENSG00000032444 PNPLA6 AR
ENSG00000229833 PET100 AR,Mi
ENSG00000104918 RETN AD
ENSG00000233927 RPS28 AD
ENSG00000167772 ANGPTL4 AD
ENSG00000142303 ADAMTS10 AR
ENSG00000130816 DNMT1 AD
ENSG00000267534 S1PR2 AR
ENSG00000105364 MRPL4 Mi
ENSG00000105397 TYK2 AR
ENSG00000079805 DNM2 AD,AR
ENSG00000127616 SMARCA4 AD
ENSG00000130164 LDLR AD
ENSG00000197256 KANK2 AR
ENSG00000130158 DOCK6 AR
ENSG00000187266 EPOR AD
ENSG00000198003 CCDC151 AR
ENSG00000130175 PRKCSH AD
ENSG00000102575 ACP5 AR
ENSG00000104774 MAN2B1 AR
ENSG00000104889 RNASEH2A AR
ENSG00000105610 KLF1 AD
ENSG00000105607 GCDH AR
ENSG00000008441 NFIX AD
ENSG00000141837 CACNA1A AD
ENSG00000132024 CC2D1A AR
ENSG00000099797 TECR AR
ENSG00000127507 EMR2 AD
ENSG00000105141 CASP14 AR
ENSG00000074181 NOTCH3 AD
ENSG00000171954 CYP4F22 AR
ENSG00000269058 CALR3 AD
ENSG00000160111 CPAMD8 AR
ENSG00000130312 MRPL34 Mi
ENSG00000130299 GTPBP3 AR
ENSG00000248099 INSL3 AD
ENSG00000105639 JAK3 AR
ENSG00000105641 SLC5A5 AR
ENSG00000096996 IL12RB1 AR
ENSG00000105647 PIK3R2 AD
ENSG00000006016 CRLF1 AR
ENSG00000105664 COMP AD
ENSG00000223802 CERS1 AR
ENSG00000223802 CERS1 AD,AR
ENSG00000064490 RFXANK AR
ENSG00000131943 C19orf12 AR
ENSG00000021488 SLC7A9 AD,AR
ENSG00000245848 CEBPA AD
ENSG00000124299 PEPD AR
ENSG00000124302 CHST8 AR
ENSG00000105220 GPI AR
ENSG00000105711 SCN1B AD,AR
ENSG00000105697 HAMP AR
ENSG00000105695 MAG AR
ENSG00000126267 COX6B1 AR,Mi
ENSG00000272333 KMT2B AD
ENSG00000205155 PSENEN AD
ENSG00000161270 NPHS1 AR
ENSG00000011600 TYROBP AR
ENSG00000205138 SDHAF1 AR,Mi
ENSG00000181392 SYNE4 AR
ENSG00000075702 WDR62 AR
ENSG00000105738 SIPA1L3 AR
ENSG00000167642 SPINT2 AR
ENSG00000196218 RYR1 AD,AR
ENSG00000130402 ACTN4 AD
ENSG00000104835 SARS2 AR
ENSG00000090924 PLEKHG2 AR
ENSG00000090932 DLL3 AR
ENSG00000105204 DYRK1B AD
ENSG00000105221 AKT2 AD
ENSG00000105227 PRX AD,AR
ENSG00000090006 LTBP4 AR
ENSG00000123815 ADCK4 AR
ENSG00000255974 CYP2A6 AD,AR
ENSG00000105329 TGFB1 AD,AR
ENSG00000123810 B9D2 AR
ENSG00000248098 BCKDHA AR
ENSG00000105372 RPS19 AD
ENSG00000105369 CD79A AR
ENSG00000105409 ATP1A3 AD
ENSG00000105722 ERF AD
ENSG00000105429 MEGF8 AR
ENSG00000079435 LIPE AR
ENSG00000105755 ETHE1 AR
ENSG00000105771 SMG9 AR
ENSG00000104783 KCNN4 AD
ENSG00000213892 CEACAM16 AD
ENSG00000187244 BCAM AR
ENSG00000130203 APOE AD,AR
ENSG00000234906 APOC2 AR
ENSG00000104884 ERCC2 AR
ENSG00000012061 ERCC1 AR
ENSG00000125744 RTN2 AD
ENSG00000125741 OPA3 AD,AR
ENSG00000104936 DMPK AD
ENSG00000169515 CCDC8 AR
ENSG00000181027 FKRP AR
ENSG00000042753 AP2S1 AD
ENSG00000118162 KPTN AR
ENSG00000105392 CRX AD
ENSG00000105479 CCDC114 AR
ENSG00000105464 GRIN2D AD
ENSG00000174951 FUT1 AR
ENSG00000087086 FTL AD,AR
ENSG00000104812 GYS1 AR
ENSG00000104826 LHB AR
ENSG00000130529 TRPM4 AD
ENSG00000126456 IRF3 AD
ENSG00000169169 CPT1C AD
ENSG00000010361 FUZ AD
ENSG00000104973 MED25 AR
ENSG00000039650 PNKP AR
ENSG00000213024 NUP62 AR
ENSG00000105357 MYH14 AD
ENSG00000131398 KCNC3 AD
ENSG00000062822 POLD1 AD
ENSG00000142513 ACPT AR
ENSG00000167749 KLK4 AR
ENSG00000105379 ETFB AR
ENSG00000105370 LIM2 AR
ENSG00000105568 PPP2R1A AD
ENSG00000142405 NLRP12 AD
ENSG00000126583 PRKCG AD
ENSG00000105618 PRPF31 AD
ENSG00000125505 MBOAT7 AR
ENSG00000167634 NLRP7 AR
ENSG00000088053 GP6 AR
ENSG00000105048 TNNT1 AR
ENSG00000129991 TNNI3 AD,AR
ENSG00000167646 DNAAF3 AR
ENSG00000105146 AURKC AR
ENSG00000125826 RBCK1 AR
ENSG00000125875 TBC1D20 AR
ENSG00000101266 CSNK2A1 AD
ENSG00000101276 SLC52A3 AR
ENSG00000101282 RSPO4 AR
ENSG00000101327 PDYN AD
ENSG00000125780 TGM3 AR
ENSG00000166948 TGM6 AD
ENSG00000125835 SNRPB AD
ENSG00000101361 NOP56 AD
ENSG00000125901 MRPS26 Mi
ENSG00000101200 AVP AD
ENSG00000125877 ITPA AR
ENSG00000088836 SLC4A11 AR
ENSG00000088888 MAVS Mi
ENSG00000125779 PANK2 AR
ENSG00000171867 PRNP AD
ENSG00000132646 PCNA AR
ENSG00000101292 PROKR2 AD
ENSG00000125885 MCM8 AR
ENSG00000101311 FERMT1 AR
ENSG00000125845 BMP2 AD,AR
ENSG00000182621 PLCB1 AR
ENSG00000101333 PLCB4 AD,AR
ENSG00000132639 SNAP25 AD
ENSG00000125863 MKKS AR
ENSG00000101384 JAG1 AD
ENSG00000101247 NDUFAF5 AR,Mi,XLD,XL
ENSG00000125848 FLRT3 AD
ENSG00000125871 MGME1 AR,Mi
ENSG00000125850 OVOL2 AD
ENSG00000101310 SEC23B AD,AR
ENSG00000132669 RIN2 AR
ENSG00000088970 PLK1S1 AR
ENSG00000125813 PAX1 AR
ENSG00000178726 THBD AD
ENSG00000101439 CST3 AD
ENSG00000100987 VSX1 AD
ENSG00000100997 ABHD12 AR
ENSG00000131055 COX4I2 AR
ENSG00000101306 MYLK2 AD
ENSG00000101346 POFUT1 AD
ENSG00000171456 ASXL1 AD
ENSG00000088305 DNMT3B AR
ENSG00000167098 SUN5 AR
ENSG00000101400 SNTA1 AD
ENSG00000101444 AHCY AR
ENSG00000078747 ITCH AR
ENSG00000100983 GSS AR
ENSG00000125965 GDF5 AD,AR
ENSG00000101347 SAMHD1 AD,AR
ENSG00000197122 SRC AD
ENSG00000204103 MAFB AD
ENSG00000101052 IFT52 AR
ENSG00000149596 JPH2 AD
ENSG00000101076 HNF4A AD
ENSG00000196839 ADA AR,Smo
ENSG00000124155 PIGT AD,Smu,AR
ENSG00000064601 CTSA AR
ENSG00000198026 ZNF335 AR
ENSG00000124140 SLC12A5 AD,AR
ENSG00000101017 CD40 AR
ENSG00000062598 ELMO2 AR
ENSG00000197496 SLC2A10 AR
ENSG00000124198 ARFGEF2 AR
ENSG00000158445 KCNB1 AD
ENSG00000124212 PTGIS Mu
ENSG00000196396 PTPN1 AD
ENSG00000101126 ADNP AD
ENSG00000000419 DPM1 AR
ENSG00000101115 SALL4 AD
ENSG00000019186 CYP24A1 AR
ENSG00000087586 AURKA AD
ENSG00000124253 PCK1 AR
ENSG00000124164 VAPB AD
ENSG00000124222 STX16 AD
ENSG00000235590 GNAS-AS1 AD
ENSG00000087460 GNAS AD,IC
ENSG00000101162 TUBB1 AD
ENSG00000124172 ATP5E Mi
ENSG00000124205 EDN3 AD,AR
ENSG00000130703 OSBPL2 AD
ENSG00000092758 COL9A3 AD
ENSG00000101194 SLC17A9 AD
ENSG00000101204 CHRNA4 AD
ENSG00000075043 KCNQ2 AD
ENSG00000101210 EEF1A2 AD
ENSG00000258366 RTEL1 AD,AR
ENSG00000101152 DNAJC5 AD
ENSG00000101161 PRPF6 AD
ENSG00000203883 SOX18 AD,AR
ENSG00000188992 LIPI AD
ENSG00000154646 TMPRSS15 AR
ENSG00000154719 MRPL39 Mi
ENSG00000142192 APP AD
ENSG00000142168 SOD1 AD,AR
ENSG00000170262 MRAP AR
ENSG00000159079 C21orf59 AR
ENSG00000159082 SYNJ1 AR
ENSG00000159110 IFNAR2 AR
ENSG00000243646 IL10RB AR
ENSG00000159128 IFNGR2 AR
ENSG00000159140 SON AD
ENSG00000243927 MRPS6 Mi
ENSG00000159197 KCNE2 AD
ENSG00000180509 KCNE1 AD,AR
ENSG00000159216 RUNX1 AD
ENSG00000159261 CLDN14 AR
ENSG00000159267 HLCS AR
ENSG00000157540 DYRK1A AD
ENSG00000157542 KCNJ6 AD
ENSG00000183421 RIPK4 AR
ENSG00000160183 TMPRSS3 AR
ENSG00000160188 RSPH1 AR
ENSG00000160200 CBS AR
ENSG00000160202 CRYAA AD
ENSG00000142178 SIK1 AD
ENSG00000160213 CSTB AR
ENSG00000160224 AIRE AD,AR
ENSG00000175894 TSPEAR AR
